"Município (Res)";"Freqüência"
"110002 Ariquemes";10
"110060 Cacaulândia";1
"110004 Cacoal";4
"110070 Campo Novo de Rondônia";1
"110006 Colorado do Oeste";1
"110009 Espigão D'Oeste";3
"110100 Governador Jorge Teixeira";1
"110010 Guajará-Mirim";2
"110011 Jaru";1
"110012 Ji-Paraná";14
"110013 Machadinho D'Oeste";1
"110120 Ministro Andreazza";1
"110140 Monte Negro";1
"110033 Nova Mamoré";2
"110018 Pimenta Bueno";2
"110020 Porto Velho";138
"110025 Presidente Médici";3
"110028 Rolim de Moura";8
"110029 Santa Luzia D'Oeste";1
"110155 Teixeirópolis";1
"110030 Vilhena";5
"120010 Brasiléia";2
"120025 Epitaciolândia";1
"120038 Plácido de Castro";2
"120039 Porto Walter";1
"120040 Rio Branco";40
"120045 Senador Guiomard";1
"130060 Benjamin Constant";3
"130070 Boca do Acre";2
"130110 Careiro";1
"130120 Coari";1
"130185 Iranduba";3
"130190 Itacoatiara";5
"130250 Manacapuru";4
"130260 Manaus";419
"130270 Manicoré";1
"130290 Maués";1
"130320 Novo Airão";3
"130330 Novo Aripuanã";1
"130340 Parintins";6
"130356 Rio Preto da Eva";3
"130390 São Paulo de Olivença";2
"130406 Tabatinga";3
"130420 Tefé";5
"130423 Tonantins";1
"130000 Município ignorado - AM";1
"140010 Boa Vista";30
"140015 Bonfim";1
"140020 Caracaraí";1
"140030 Mucajaí";2
"150010 Abaetetuba";5
"150040 Alenquer";1
"150050 Almeirim";1
"150060 Altamira";2
"150080 Ananindeua";73
"150090 Augusto Corrêa";3
"150130 Barcarena";3
"150140 Belém";367
"150150 Benevides";3
"150160 Bonito";1
"150170 Bragança";4
"150175 Brejo Grande do Araguaia";1
"150180 Breves";1
"150210 Cametá";1
"150215 Canaã dos Carajás";1
"150220 Capanema";2
"150240 Castanhal";13
"150270 Conceição do Araguaia";2
"150276 Cumaru do Norte";1
"150277 Curionópolis";1
"150293 Dom Eliseu";2
"150295 Eldorado dos Carajás";3
"150350 Irituia";1
"150360 Itaituba";4
"150370 Itupiranga";1
"150380 Jacundá";4
"150420 Marabá";23
"150440 Marapanim";1
"150442 Marituba";9
"150500 Nova Timboteua";1
"150503 Novo Progresso";1
"150506 Novo Repartimento";4
"150530 Oriximiná";3
"150540 Ourém";2
"150543 Ourilândia do Norte";1
"150550 Paragominas";2
"150553 Parauapebas";12
"150555 Pau D'Arco";1
