"Município (Res)";"Freqüência"
"110004 Cacoal";1
"110012 Ji-Paraná";2
"110020 Porto Velho";13
"110025 Presidente Médici";1
"110030 Vilhena";1
"120020 Cruzeiro do Sul";1
"120040 Rio Branco";4
"130063 Beruri";1
"130250 Manacapuru";1
"130260 Manaus";48
"130340 Parintins";1
"130420 Tefé";1
"140010 Boa Vista";5
"140030 Mucajaí";1
"150080 Ananindeua";7
"150130 Barcarena";1
"150140 Belém";70
"150170 Bragança";1
"150220 Capanema";1
"150240 Castanhal";2
"150290 Curuçá";1
"150410 Magalhães Barata";1
"150420 Marabá";1
"150680 Santarém";1
"160010 Amapá";1
"160030 Macapá";5
"160050 Oiapoque";1
"170820 Formoso do Araguaia";1
"171320 Miracema do Tocantins";3
"172100 Palmas";2
"210220 Buriti";1
"210300 Caxias";2
"210330 Codó";1
"210360 Coroatá";4
"210500 Humberto de Campos";1
"210530 Imperatriz";10
"210750 Paço do Lumiar";1
"210805 Paulino Neves";1
"210900 Porto Franco";2
"211100 São João Batista";2
"211110 São João dos Patos";1
"211130 São Luís";51
"211220 Timon";3
"220027 Alegrete do Piauí";1
"220390 Floriano";1
"220410 Francisco Ayres";1
"220770 Parnaíba";2
"220790 Pedro II";1
"220800 Picos";1
"220900 Rio Grande do Piauí";1
"221100 Teresina";19
"221110 União";1
"230010 Abaiara";1
"230260 Camocim";1
"230350 Cascavel";1
"230380 Cedro";1
"230440 Fortaleza";160
"230470 Granja";1
"230500 Guaraciaba do Norte";1
"230540 Icó";1
"230550 Iguatu";1
"230950 Orós";1
"231170 Reriutaba";1
"231290 Sobral";3
"240110 Areia Branca";1
"240800 Mossoró";6
"240810 Natal";22
"240325 Parnamirim";1
"240910 Passa e Fica";1
"240940 Pau dos Ferros";1
"241010 Poço Branco";1
"250030 Alagoa Grande";2
"250110 Areia";2
"250320 Cabedelo";2
"250360 Caiçara";1
"250370 Cajazeiras";3
"250400 Campina Grande";9
"250540 Desterro";2
"250600 Esperança";3
"250610 Fagundes";4
"250630 Guarabira";1
"250750 João Pessoa";20
"250790 Juripiranga";1
"250830 Lagoa Seca";1
"250880 Malta";1
"250890 Mamanguape";1
"250970 Monteiro";1
"251080 Patos";1
"251290 Rio Tinto";1
"251340 Santa Luzia";1
"251490 São Mamede";2
"251580 Serra Redonda";1
"251600 Solânea";1
"251620 Sousa";2
"260005 Abreu e Lima";1
"260170 Belo Jardim";2
"260290 Cabo de Santo Agostinho";4
"260345 Camaragibe";4
"260390 Carnaíba";1
"260410 Caruaru";5
"260420 Catende";1
"260680 Igarassu";2
"260720 Ipojuca";1
"260765 Itambé";1
"260790 Jaboatão dos Guararapes";27
"260940 Moreno";2
"260950 Nazaré da Mata";1
"260960 Olinda";20
"260970 Orobó";2
"261060 Paudalho";1
"261070 Paulista";6
"261090 Pesqueira";1
"261100 Petrolândia";1
"261110 Petrolina";3
"261160 Recife";158
"261180 Ribeirão";1
"261200 Sairé";1
"261310 São Caitano";1
"261370 São Lourenço da Mata";1
"261410 Sertânia";1
"261530 Timbaúba";1
"261640 Vitória de Santo Antão";3
"270030 Arapiraca";3
"270130 Cajueiro";1
"270150 Campo Grande";1
"270235 Craíbas";1
"270330 Inhapi";1
"270400 Junqueiro";1
"270430 Maceió";41
"270550 Murici";1
"270640 Pão de Açúcar";1
"270760 Quebrangulo";1
"270770 Rio Largo";1
"270860 São Miguel dos Campos";2
"270900 Tanque d'Arca";1
"270910 Taquarana";1
"270930 União dos Palmares";1
"280030 Aracaju";33
"280120 Canindé de São Francisco";1
"280210 Estância";1
"280260 Gracho Cardoso";1
"280290 Itabaiana";4
"280320 Itaporanga d'Ajuda";1
"280350 Lagarto";1
"280400 Maruim";1
"280480 Nossa Senhora do Socorro";1
"280600 Ribeirópolis";1
"280710 Simão Dias";1
"290070 Alagoinhas";4
"290320 Barreiras";1
"290340 Belmonte";1
"290490 Cachoeira";1
"290570 Camaçari";1
"290630 Canavieiras";1
"290730 Castro Alves";1
"291050 Entre Rios";1
"291070 Euclides da Cunha";1
"291080 Feira de Santana";1
"291150 Gongogi";1
"291320 Ibotirama";1
"291350 Iguaí";1
"291360 Ilhéus";1
"291370 Inhambupe";1
"291390 Ipiaú";1
"291480 Itabuna";5
"291560 Itamaraju";1
"291780 Jaguaripe";1
"291800 Jequié";1
"291840 Juazeiro";9
"291920 Lauro de Freitas";2
"292060 Maragogipe";1
"292100 Mata de São João";1
"292110 Medeiros Neto";1
"292130 Milagres";1
"292150 Monte Santo";1
"292180 Mortugaba";1
"292265 Nordestina";1
"292305 Novo Triunfo";2
"292400 Paulo Afonso";5
"292530 Porto Seguro";4
"292670 Rio de Contas";1
"292740 Salvador";207
"292890 São Desidério";1
"293050 Serrinha";1
"293076 Sítio do Quinto";1
"293077 Sobradinho";1
"293100 Tanhaçu";1
"293135 Teixeira de Freitas";1
"293290 Valença";1
"293330 Vitória da Conquista";4
"310150 Além Paraíba";2
"310160 Alfenas";3
"310260 Andradas";2
"310290 Antônio Carlos";1
"310350 Araguari";4
"310380 Arapuá";1
"310400 Araxá";1
"310490 Baependi";1
"310560 Barbacena";1
"310620 Belo Horizonte";203
"310630 Belo Oriente";1
"310670 Betim";9
"310690 Bicas";1
"310750 Bom Jardim de Minas";1
"311060 Cambuí";1
"311100 Campestre";1
"311170 Canaã";2
"311330 Carangola";3
"311340 Caratinga";3
"311410 Carmo de Minas";1
"311440 Carmo do Rio Claro";1
"311530 Cataguases";3
"311660 Cláudio";1
"311790 Congonhal";2
"311800 Congonhas";1
"311830 Conselheiro Lafaiete";1
"311850 Consolação";1
"311860 Contagem";25
"311940 Coronel Fabriciano";5
"312230 Divinópolis";2
"312310 Dores de Guanhães";1
"312360 Elói Mendes";2
"312420 Espera Feliz";1
"312700 Fronteira";2
"312710 Frutal";5
"312735 Glaucilândia";1
"312770 Governador Valadares";6
"312870 Guaxupé";3
"312880 Guidoval";1
"312950 Ibiá";2
"313130 Ipatinga";10
